TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Break and Enter Residential/Other,2011,4,1,20,0,49XX ANGUS DR,Shaughnessy,489413.9475,5454264.141
Break and Enter Residential/Other,2016,8,19,14,0,49XX ANGUS DR,Shaughnessy,489413.9475,5454264.141
Break and Enter Residential/Other,2003,7,18,10,0,49XX CARTIER ST,Shaughnessy,490041.9976,5454339.1188
Break and Enter Residential/Other,2003,9,12,21,40,49XX CARTIER ST,Shaughnessy,490041.9976,5454339.1188
Break and Enter Residential/Other,2003,10,8,15,15,49XX CARTIER ST,Shaughnessy,490041.9976,5454339.1188
Break and Enter Residential/Other,2004,6,25,16,52,49XX CARTIER ST,Shaughnessy,490041.9976,5454339.1188
Break and Enter Residential/Other,2006,4,14,9,30,49XX CARTIER ST,Shaughnessy,490041.9976,5454339.1188
Break and Enter Residential/Other,2008,12,13,15,57,49XX CARTIER ST,Shaughnessy,490041.9976,5454339.1188
Break and Enter Residential/Other,2009,10,15,8,0,49XX CARTIER ST,Shaughnessy,490041.9976,5454339.1188
Break and Enter Residential/Other,2017,7,24,12,0,49XX CARTIER ST,Shaughnessy,490041.9976,5454339.1188
Break and Enter Residential/Other,2017,8,18,17,0,49XX CARTIER ST,Shaughnessy,490041.9976,5454339.1188
Break and Enter Residential/Other,2017,10,14,22,0,49XX CARTIER ST,Shaughnessy,490041.9976,5454339.1188
Break and Enter Residential/Other,2018,1,10,12,0,49XX CARTIER ST,Shaughnessy,490041.9976,5454339.1188
Break and Enter Residential/Other,2018,2,4,18,0,49XX CARTIER ST,Shaughnessy,490041.9976,5454339.1188
Break and Enter Residential/Other,2019,9,24,5,0,49XX CARTIER ST,Shaughnessy,490041.9976,5454339.1188
Break and Enter Residential/Other,2020,11,25,19,10,49XX CARTIER ST,Shaughnessy,490041.9976,5454339.1188
Break and Enter Residential/Other,2021,8,9,17,30,49XX CARTIER ST,Shaughnessy,490041.9976,5454339.1188
Break and Enter Residential/Other,2020,9,28,0,0,49XX CONNAUGHT DR,Shaughnessy,489627.8901,5454261.9481
Break and Enter Residential/Other,2017,7,6,0,0,49XX CONNAUGHT DR,Shaughnessy,489630.7254,5454311.4051
Break and Enter Residential/Other,2008,3,23,22,17,49XX CONNAUGHT DR,Shaughnessy,489630.9284,5454310.3078
Break and Enter Residential/Other,2014,9,14,8,0,49XX CONNAUGHT DR,Shaughnessy,489630.9284,5454310.3078
Break and Enter Residential/Other,2003,11,25,18,30,49XX CONNAUGHT DR,Shaughnessy,489632.07,5454330.8595
Break and Enter Residential/Other,2005,5,31,1,30,49XX GRANVILLE ST,Shaughnessy,489863.0563,5454260.0776
Break and Enter Residential/Other,2005,9,25,3,0,49XX GRANVILLE ST,Shaughnessy,489863.0563,5454260.0776
Break and Enter Residential/Other,2006,7,2,2,10,49XX GRANVILLE ST,Shaughnessy,489863.0563,5454260.0776
Break and Enter Residential/Other,2006,7,3,12,41,49XX GRANVILLE ST,Shaughnessy,489863.0563,5454260.0776
Break and Enter Residential/Other,2011,12,14,9,0,49XX MARGUERITE ST,Shaughnessy,489502.3137,5454263.3309
Break and Enter Residential/Other,2020,9,9,12,22,49XX MARGUERITE ST,Shaughnessy,489503.9102,5454320.6815
Break and Enter Residential/Other,2012,12,7,18,50,49XX MARGUERITE ST,Shaughnessy,489511.396,5454260.9868
Break and Enter Residential/Other,2015,12,18,17,8,49XX MARGUERITE ST,Shaughnessy,489511.396,5454260.9868
Break and Enter Residential/Other,2018,7,21,5,0,49XX MARGUERITE ST,Shaughnessy,489513.8406,5454348.8004
Break and Enter Residential/Other,2022,4,12,2,3,49XX MARGUERITE ST,Shaughnessy,489513.8406,5454348.8004
Break and Enter Residential/Other,2004,10,22,19,50,49XX PINE CRES,Shaughnessy,489310.5897,5454271.4512
Break and Enter Residential/Other,2011,9,14,8,10,49XX PINE CRES,Shaughnessy,489318.4443,5454354.4531
Break and Enter Residential/Other,2004,6,2,23,59,50XX ANGUS DR,Shaughnessy,489405.5903,5454174.3805
Break and Enter Residential/Other,2003,9,25,18,0,50XX ANGUS DR,Shaughnessy,489405.7366,5454157.6958
Break and Enter Residential/Other,2021,1,3,4,20,50XX ANGUS DR,Shaughnessy,489414.1341,5454242.8681
Break and Enter Residential/Other,2015,12,4,18,0,50XX ANGUS DR,Shaughnessy,489414.4047,5454212.0013
Break and Enter Residential/Other,2007,6,13,22,0,50XX ANGUS DR,Shaughnessy,489414.8985,5454155.6904
Break and Enter Residential/Other,2006,10,17,3,32,50XX CONNAUGHT DR,Shaughnessy,489624.9547,5454174.9861
Break and Enter Residential/Other,2009,11,27,23,45,50XX CONNAUGHT DR,Shaughnessy,489624.9547,5454174.9861
Break and Enter Residential/Other,2013,6,4,8,10,50XX CONNAUGHT DR,Shaughnessy,489624.9547,5454174.9861
Break and Enter Residential/Other,2017,11,2,14,26,50XX CONNAUGHT DR,Shaughnessy,489625.0618,5454192.039
Break and Enter Residential/Other,2020,12,4,16,29,50XX CONNAUGHT DR,Shaughnessy,489625.0618,5454192.039
Break and Enter Residential/Other,2005,5,18,0,0,50XX GRANVILLE ST,Shaughnessy,489861.2685,5454180.5646
Break and Enter Residential/Other,2010,11,17,8,0,50XX GRANVILLE ST,Shaughnessy,489861.8301,5454203.2532
Break and Enter Residential/Other,2018,5,22,18,35,50XX GRANVILLE ST,Shaughnessy,489862.5103,5454230.7388
Break and Enter Residential/Other,2007,7,20,10,15,50XX MARGUERITE ST,Shaughnessy,489500.2775,5454190.1918
Break and Enter Residential/Other,2009,7,21,15,14,50XX MARGUERITE ST,Shaughnessy,489500.9757,5454215.2681
Break and Enter Residential/Other,2022,6,22,15,0,50XX MARGUERITE ST,Shaughnessy,489501.7226,5454242.109
Break and Enter Residential/Other,2005,11,16,17,0,50XX MARGUERITE ST,Shaughnessy,489501.732,5454242.434
Break and Enter Residential/Other,2003,11,26,20,0,50XX MARGUERITE ST,Shaughnessy,489508.1963,5454146.0539
Break and Enter Residential/Other,2004,9,9,20,25,50XX MARGUERITE ST,Shaughnessy,489508.7781,5454166.9508
Break and Enter Residential/Other,2018,2,6,9,0,50XX MARGUERITE ST,Shaughnessy,489509.1617,5454180.7426
Break and Enter Residential/Other,2023,2,8,11,30,50XX MARGUERITE ST,Shaughnessy,489509.1617,5454180.7426
Break and Enter Residential/Other,2006,6,23,22,42,50XX MARGUERITE ST,Shaughnessy,489509.2435,5454183.6683
Break and Enter Residential/Other,2019,1,31,16,0,50XX MARGUERITE ST,Shaughnessy,489509.8908,5454206.9334
Break and Enter Residential/Other,2011,5,25,16,30,50XX MARGUERITE ST,Shaughnessy,489509.9416,5454208.7446
Break and Enter Residential/Other,2012,4,7,17,23,50XX PINE CRES,Shaughnessy,489308.2917,5454189.2363
Break and Enter Residential/Other,2014,6,30,0,0,50XX PINE CRES,Shaughnessy,489308.2917,5454189.2363
Break and Enter Residential/Other,2004,5,11,16,0,51XX ANGUS DR,Shaughnessy,489400.9433,5454054.4872
Break and Enter Residential/Other,2005,10,4,7,30,51XX ANGUS DR,Shaughnessy,489409.7101,5454051.32
Break and Enter Residential/Other,2018,10,31,9,23,51XX CONNAUGHT DR,Shaughnessy,489619.3739,5454054.6911
Break and Enter Residential/Other,2020,1,18,11,47,51XX CONNAUGHT DR,Shaughnessy,489619.3739,5454054.6911
Break and Enter Residential/Other,2012,4,11,17,16,51XX CONNAUGHT DR,Shaughnessy,489621.7212,5454096.7055
Break and Enter Residential/Other,2010,6,14,2,0,51XX CONNAUGHT DR,Shaughnessy,489623.3729,5454133.4035
Break and Enter Residential/Other,2018,1,11,18,17,51XX CONNAUGHT DR,Shaughnessy,489628.6791,5454066.8151
Break and Enter Residential/Other,2006,8,12,22,0,51XX CONNAUGHT DR,Shaughnessy,489629.6389,5454069.2537
Break and Enter Residential/Other,2003,10,19,12,0,51XX CONNAUGHT DR,Shaughnessy,489631.8122,5454117.5406
Break and Enter Residential/Other,2005,3,23,7,30,51XX CYPRESS ST,Shaughnessy,489167.3215,5454094.885
Break and Enter Residential/Other,2018,10,23,4,0,51XX CYPRESS ST,Shaughnessy,489176.7478,5454106.4006
Break and Enter Residential/Other,2018,2,5,21,30,51XX EAST BLVD,Shaughnessy,488730.3409,5454085.5603
Break and Enter Residential/Other,2004,8,21,14,30,51XX EAST BOULEVARD,Shaughnessy,488730.4482,5454087.7927
Break and Enter Residential/Other,2015,6,13,19,0,51XX GRANVILLE ST,Shaughnessy,489858.2402,5454047.8974
Break and Enter Residential/Other,2006,4,8,12,0,51XX GRANVILLE ST,Shaughnessy,489858.813,5454073.9128
Break and Enter Residential/Other,2006,8,12,21,0,51XX GRANVILLE ST,Shaughnessy,489858.813,5454073.9128
Break and Enter Residential/Other,2013,12,1,18,30,51XX GRANVILLE ST,Shaughnessy,489858.813,5454073.9128
Break and Enter Residential/Other,2020,1,11,18,0,51XX GRANVILLE ST,Shaughnessy,489859.9808,5454126.9397
Break and Enter Residential/Other,2020,9,22,3,19,51XX MAPLE ST,Shaughnessy,488947.7877,5454062.1331
Break and Enter Residential/Other,2007,11,7,23,0,51XX MAPLE ST,Shaughnessy,488950.3152,5454135.8805
Break and Enter Residential/Other,2014,7,12,8,10,51XX MARGUERITE ST,Shaughnessy,489505.8123,5454051.1304
Break and Enter Residential/Other,2020,12,15,0,1,51XX MARGUERITE ST,Shaughnessy,489506.3723,5454073.7696
Break and Enter Residential/Other,2005,10,14,19,30,51XX MARGUERITE ST,Shaughnessy,489506.3867,5454074.348
Break and Enter Residential/Other,2004,11,16,13,0,51XX MARGUERITE ST,Shaughnessy,489506.9169,5454095.7796
Break and Enter Residential/Other,2019,1,23,20,58,51XX MARGUERITE ST,Shaughnessy,489506.9646,5454097.7226
Break and Enter Residential/Other,2020,9,25,16,59,51XX MARGUERITE ST,Shaughnessy,489506.9646,5454097.7226
Break and Enter Residential/Other,2020,6,13,7,33,51XX OAK ST,Shaughnessy,490683.9012,5453990.6574
Break and Enter Residential/Other,2013,2,25,14,41,51XX PINE CRES,Shaughnessy,489305.1263,5454054.7456
Break and Enter Residential/Other,2003,1,12,23,0,52XX CONNAUGHT DR,Shaughnessy,489629.352,5454008.3314
Break and Enter Residential/Other,2015,12,16,8,30,52XX CONNAUGHT DR,Shaughnessy,489632.2072,5453971.1486
Break and Enter Residential/Other,2010,4,17,23,5,52XX CONNAUGHT DR,Shaughnessy,489647.2127,5453958.0652
Break and Enter Residential/Other,2012,12,30,20,0,52XX CYPRESS ST,Shaughnessy,489165.6953,5454031.367
Break and Enter Residential/Other,2018,1,13,20,39,52XX CYPRESS ST,Shaughnessy,489165.7814,5454034.2093
Break and Enter Residential/Other,2005,7,24,18,0,52XX CYPRESS ST,Shaughnessy,489173.6669,5453992.4751
Break and Enter Residential/Other,2007,2,17,7,55,52XX CYPRESS ST,Shaughnessy,489173.6669,5453992.4751
Break and Enter Residential/Other,2015,8,17,16,58,52XX EAST BLVD,Shaughnessy,488729.0379,5454032.8994
Break and Enter Residential/Other,2015,6,23,11,50,52XX EAST BLVD,Shaughnessy,488729.3793,5453965.3037
Break and Enter Residential/Other,2020,5,30,7,20,52XX GRANVILLE ST,Shaughnessy,489845.5911,5453952.2672
Break and Enter Residential/Other,2020,7,2,6,30,52XX GRANVILLE ST,Shaughnessy,489845.5911,5453952.2672
Break and Enter Residential/Other,2012,7,23,11,46,52XX GRANVILLE ST,Shaughnessy,489845.6572,5453953.9409
Break and Enter Residential/Other,2015,7,14,18,30,52XX GRANVILLE ST,Shaughnessy,489856.2004,5453989.2815
Break and Enter Residential/Other,2004,7,31,0,1,52XX MARGUERITE ST,Shaughnessy,489495.4008,5453999.2969
Break and Enter Residential/Other,2021,4,22,22,0,52XX MARGUERITE ST,Shaughnessy,489495.4472,5454001.2176
Break and Enter Residential/Other,2011,5,7,21,30,52XX MARGUERITE ST,Shaughnessy,489503.3764,5453951.0631
Break and Enter Residential/Other,2012,10,5,19,30,52XX MARGUERITE ST,Shaughnessy,489503.3764,5453951.0631
Break and Enter Residential/Other,2019,7,8,22,28,52XX MARGUERITE ST,Shaughnessy,489504.2314,5453986.2908
Break and Enter Residential/Other,2003,11,17,17,30,52XX MARGUERITE ST,Shaughnessy,489504.6766,5454004.6148
Break and Enter Residential/Other,2005,11,18,12,30,52XX MARGUERITE ST,Shaughnessy,489504.6766,5454004.6148
Break and Enter Residential/Other,2006,2,27,0,0,52XX MARGUERITE ST,Shaughnessy,489504.6766,5454004.6148
Break and Enter Residential/Other,2015,3,18,1,0,52XX MARGUERITE ST,Shaughnessy,489504.6766,5454004.6148
Break and Enter Residential/Other,2019,7,29,19,7,52XX MARGUERITE ST,Shaughnessy,489505.2013,5454026.216
Break and Enter Residential/Other,2011,6,8,17,0,52XX PINE CRES,Shaughnessy,489295.7609,5454014.7152
Break and Enter Residential/Other,2015,7,7,11,41,52XX PINE CRES,Shaughnessy,489295.7609,5454014.7152
Break and Enter Residential/Other,2006,7,31,0,0,53XX ANGUS DR,Shaughnessy,489253.6383,5453819.5568
Break and Enter Residential/Other,2019,10,5,0,0,53XX ANGUS DR,Shaughnessy,489254.6283,5453835.2251
Break and Enter Residential/Other,2015,4,20,3,0,53XX ANGUS DR,Shaughnessy,489256.7709,5453856.4149
Break and Enter Residential/Other,2003,5,16,17,0,53XX ANGUS DR,Shaughnessy,489262.2793,5453872.3616
Break and Enter Residential/Other,2003,10,3,21,0,53XX ANGUS DR,Shaughnessy,489262.2793,5453872.3616
Break and Enter Residential/Other,2007,7,12,23,0,53XX ANGUS DR,Shaughnessy,489262.2793,5453872.3616
Break and Enter Residential/Other,2005,1,30,16,2,53XX ANGUS DR,Shaughnessy,489263.6952,5453833.713
Break and Enter Residential/Other,2011,11,19,18,35,53XX ANGUS DR,Shaughnessy,489264.7253,5453851.4361
Break and Enter Residential/Other,2003,1,18,15,0,53XX ANGUS DR,Shaughnessy,489270.2337,5453867.3828
Break and Enter Residential/Other,2005,10,11,22,0,53XX ANGUS DR,Shaughnessy,489270.2337,5453867.3828
Break and Enter Residential/Other,2017,3,31,7,30,53XX ANGUS DR,Shaughnessy,489278.5634,5453881.8963
Break and Enter Residential/Other,2006,10,7,21,0,53XX CONNAUGHT DR,Shaughnessy,489672.5527,5453905.9365
Break and Enter Residential/Other,2008,5,25,23,10,53XX CONNAUGHT DR,Shaughnessy,489672.5527,5453905.9365
Break and Enter Residential/Other,2010,7,24,22,12,53XX CONNAUGHT DR,Shaughnessy,489672.5527,5453905.9365
Break and Enter Residential/Other,2005,1,20,21,0,53XX CONNAUGHT DR,Shaughnessy,489683.1516,5453908.124
Break and Enter Residential/Other,2007,2,23,2,20,53XX CONNAUGHT DR,Shaughnessy,489683.1516,5453908.124
Break and Enter Residential/Other,2014,10,28,5,8,53XX CONNAUGHT DR,Shaughnessy,489683.1516,5453908.124
Break and Enter Residential/Other,2005,2,4,23,30,53XX CONNAUGHT DR,Shaughnessy,489707.0773,5453870.183
Break and Enter Residential/Other,2015,7,13,13,30,53XX CONNAUGHT DR,Shaughnessy,489707.0773,5453870.183
Break and Enter Residential/Other,2007,3,12,22,2,53XX CONNAUGHT DR,Shaughnessy,489735.0071,5453856.0543
Break and Enter Residential/Other,2014,4,12,4,25,53XX CONNAUGHT DR,Shaughnessy,489735.0071,5453856.0543
Break and Enter Residential/Other,2015,4,2,8,0,53XX CYPRESS ST,Shaughnessy,489140.4132,5453854.9919
Break and Enter Residential/Other,2018,12,10,10,10,53XX CYPRESS ST,Shaughnessy,489141.0943,5453879.6319
Break and Enter Residential/Other,2014,8,5,8,47,53XX CYPRESS ST,Shaughnessy,489141.7083,5453901.8476
Break and Enter Residential/Other,2019,11,12,15,57,53XX CYPRESS ST,Shaughnessy,489142.6037,5453934.2465
Break and Enter Residential/Other,2019,5,1,22,0,53XX CYPRESS ST,Shaughnessy,489150.9541,5453905.4022
Break and Enter Residential/Other,2005,11,11,4,0,53XX EAST BLVD,Shaughnessy,488728.1379,5453889.4208
Break and Enter Residential/Other,2006,3,14,2,0,53XX EAST BLVD,Shaughnessy,488728.1379,5453889.4208
Break and Enter Residential/Other,2006,6,8,0,50,53XX EAST BLVD,Shaughnessy,488728.1379,5453889.4208
Break and Enter Residential/Other,2006,7,8,5,54,53XX EAST BLVD,Shaughnessy,488728.1379,5453889.4208
Break and Enter Residential/Other,2008,6,5,23,59,53XX EAST BLVD,Shaughnessy,488728.1379,5453889.4208
Break and Enter Residential/Other,2008,8,12,5,30,53XX EAST BLVD,Shaughnessy,488728.1379,5453889.4208
Break and Enter Residential/Other,2008,10,24,23,5,53XX EAST BLVD,Shaughnessy,488728.1379,5453889.4208
Break and Enter Residential/Other,2009,2,7,2,27,53XX EAST BLVD,Shaughnessy,488728.1379,5453889.4208
Break and Enter Residential/Other,2010,5,27,23,0,53XX EAST BLVD,Shaughnessy,488728.1379,5453889.4208
Break and Enter Residential/Other,2012,10,7,10,11,53XX EAST BLVD,Shaughnessy,488728.1379,5453889.4208
Break and Enter Residential/Other,2014,8,16,3,27,53XX EAST BLVD,Shaughnessy,488728.1379,5453889.4208
Break and Enter Residential/Other,2014,8,29,3,26,53XX EAST BLVD,Shaughnessy,488728.1379,5453889.4208
Break and Enter Residential/Other,2016,5,23,5,0,53XX EAST BLVD,Shaughnessy,488728.1379,5453889.4208
Break and Enter Residential/Other,2019,10,6,21,2,53XX EAST BLVD,Shaughnessy,488728.1379,5453889.4208
Break and Enter Residential/Other,2019,11,16,22,49,53XX EAST BLVD,Shaughnessy,488728.1379,5453889.4208
Break and Enter Residential/Other,2019,11,23,10,21,53XX EAST BLVD,Shaughnessy,488728.1379,5453889.4208
Break and Enter Residential/Other,2020,1,4,22,43,53XX EAST BLVD,Shaughnessy,488728.1379,5453889.4208
Break and Enter Residential/Other,2003,1,21,13,50,53XX EAST BOULEVARD,Shaughnessy,488728.1379,5453889.4208
Break and Enter Residential/Other,2004,6,19,1,37,53XX EAST BOULEVARD,Shaughnessy,488728.1379,5453889.4208
Break and Enter Residential/Other,2004,12,19,12,55,53XX EAST BOULEVARD,Shaughnessy,488728.1379,5453889.4208
Break and Enter Residential/Other,2003,11,11,20,0,53XX EAST BOULEVARD,Shaughnessy,488728.2556,5453895.5875
Break and Enter Residential/Other,2018,7,7,16,40,53XX GRANVILLE ST,Shaughnessy,489843.7382,5453908.4725
Break and Enter Residential/Other,2018,10,22,23,0,53XX GRANVILLE ST,Shaughnessy,489843.7382,5453908.4725
Break and Enter Residential/Other,2021,1,23,16,0,53XX GRANVILLE ST,Shaughnessy,489843.7382,5453908.4725
Break and Enter Residential/Other,2022,4,12,8,47,53XX GRANVILLE ST,Shaughnessy,489843.7382,5453908.4725
Break and Enter Residential/Other,2004,10,28,21,30,53XX GRANVILLE ST,Shaughnessy,489851.7716,5453884.7494
Break and Enter Residential/Other,2019,11,15,9,0,53XX GRANVILLE ST,Shaughnessy,489851.7716,5453884.7494
Break and Enter Residential/Other,2006,4,24,9,42,53XX HUDSON ST,Shaughnessy,490188.3488,5453824.6229
Break and Enter Residential/Other,2012,11,3,15,30,53XX HUDSON ST,Shaughnessy,490199.2298,5453887.7814
Break and Enter Residential/Other,2021,11,9,3,2,53XX LABURNUM ST,Shaughnessy,489051.1083,5453855.7158
Break and Enter Residential/Other,2015,9,1,12,0,53XX LABURNUM ST,Shaughnessy,489052.5782,5453902.418
Break and Enter Residential/Other,2019,11,17,16,6,53XX MAPLE ST,Shaughnessy,488943.9395,5453952.4105
Break and Enter Residential/Other,2004,9,13,21,30,53XX MAPLE ST,Shaughnessy,488944.0625,5453955.9058
Break and Enter Residential/Other,2013,4,5,15,15,53XX MAPLE ST,Shaughnessy,488944.0625,5453955.9058
Break and Enter Residential/Other,2021,2,5,21,46,53XX MAPLE ST,Shaughnessy,488944.0625,5453955.9058
Break and Enter Residential/Other,2010,11,29,16,10,53XX MARGUERITE ST,Shaughnessy,489483.1479,5453827.86
Break and Enter Residential/Other,2004,3,19,22,30,53XX OAK ST,Shaughnessy,490679.7553,5453811.2795
Break and Enter Residential/Other,2014,2,24,15,30,53XX OAK ST,Shaughnessy,490679.7553,5453811.2795
Break and Enter Residential/Other,2004,8,10,2,15,53XX OAK ST,Shaughnessy,490679.9573,5453820.3658
Break and Enter Residential/Other,2004,10,1,19,0,53XX OAK ST,Shaughnessy,490679.9573,5453820.3658
Break and Enter Residential/Other,2020,1,30,19,45,53XX OAK ST,Shaughnessy,490679.9573,5453820.3658
Break and Enter Residential/Other,2004,1,28,7,40,53XX OSLER ST,Shaughnessy,490511.5303,5453809.618
Break and Enter Residential/Other,2020,12,20,0,0,54XX CARTIER ST,Shaughnessy,490011.9075,5453730.9542
Break and Enter Residential/Other,2005,8,1,12,0,54XX CARTIER ST,Shaughnessy,490011.9423,5453732.5039
Break and Enter Residential/Other,2003,6,15,2,0,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Break and Enter Residential/Other,2003,8,4,18,0,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Break and Enter Residential/Other,2003,10,15,14,0,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Break and Enter Residential/Other,2005,3,31,1,30,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Break and Enter Residential/Other,2006,6,12,10,0,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Break and Enter Residential/Other,2007,9,21,16,0,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
Break and Enter Residential/Other,2010,2,23,22,0,54XX CARTIER ST,Shaughnessy,490022.868,5453810.9784
